Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	Variance
0	-1.2798907810062539	-3800.697696354889	-37.81343730346088	-1.2732895307442975	0.0	-0.5910207580686119	0.0	0.0	0.0	-26.566991324834035	0.0	-403.3298626279027	-36.12359202861292	-27.940599305746435	-3.1442786671548584	-260.51321524665497	0.0	0.021921511700306998	-1.0304101438732858	-741.9627775100756	0.7229910666292547
1	-0.1998949005553248	726.826455815537	-2.6827092918338167	-2.5254372446312443	0.0	-0.8111976647790711	0.0	0.0	0.0	-4.280448136312472	0.0	-107.7245339296405	3.050287746816451	5.376159383797246	3.1742711956005585	28.961870501920053	0.0	-1.4748927836854444	0.004970374499395552	30.974117173958174	0.1578446632935852
2	-0.6777700148571618	-78.49664752605683	-10.366218437032503	3.1020366053867043	0.0	-0.22249167635300782	0.0	0.0	0.0	-4.069635046446722	0.0	25.116082864346428	7.1696940780182326	7.209080672074435	-0.8315186028032749	3.901704600643696	0.0	0.1976718889500049	-0.29574466193844456	-71.58170314382834	0.0668887693466256
3	0.19331057686123437	-373.6057469373254	-2.032319828078729	-1.4247361740387876	0.0	0.12216615075797556	0.0	0.0	0.0	-10.344850855431929	0.0	-22.665379005748058	-0.3532913644421896	-9.926807730428495	0.6190440876986605	54.56148491109109	0.0	0.26716969400693097	0.8472170669220382	-34.473963439730454	0.028873546138851493
4	-0.8482748370364849	-452.2151797759612	-8.249074058796241	0.28957545802651674	0.0	-0.281363983153398	0.0	0.0	0.0	-11.642273479133348	0.0	-74.4020401074718	-16.644464360197716	-9.72832457298817	-0.7291066729345176	5.924661128854758	0.0	-1.7633404031685276	-1.334912238290459	-139.48215461683165	0.012262572150577203
5	-0.3003210666361283	-261.78600741481995	-1.8227579895009693	4.7379862240385835	0.0	-0.7290928312972204	0.0	0.0	0.0	-0.8082571741594865	0.0	-18.600267867702534	0.9757982749127598	1.664145246649468	-0.4064568028907307	-19.468322816238366	0.0	1.5966674191213424	1.0882039866411608	20.38087211310634	0.004613075563520695
6	0.0007524726192293957	-44.523949611403836	-8.112645791819832	0.506319969161829	0.0	0.42885208063331887	0.0	0.0	0.0	2.976128754639963	0.0	39.7504093420007	1.132802209739734	-1.750621252007424	-2.369091924297563	-67.22537141175587	0.0	0.45581709926537495	-0.016461863938955545	-46.720248475656106	0.003627251413368465
7	-0.12559504358815024	-232.2673406105999	1.7545130342285562	0.4872723374877024	0.0	-0.23774562319833872	0.0	0.0	0.0	-2.2578788519347803	0.0	19.401812499385002	-9.823061871602405	-1.1935124599733224	0.41210007783784514	18.450490958801147	0.0	2.6455100033206813	1.3202595897908327	-36.16413499099584	0.0015754926618311428
8	-0.6888004363492605	76.83163094155167	-8.176943553634224	-0.45539702249694397	0.0	-0.4821958937001732	0.0	0.0	0.0	-3.793902526541327	0.0	28.542988257583346	-1.3079796795026206	5.3773447372074195	-2.1315440512201373	39.65044016120522	0.0	-1.653101731258452	1.1646375347060403	-62.509885852632536	0.00041191326748929447
9	-0.5247467671447961	119.31188654895132	1.6360036175230903	1.7516495691026646	0.0	-0.3409260825350668	0.0	0.0	0.0	-4.284449362854768	0.0	18.796075890166886	-11.742844524757	9.547564858312091	0.6181942268516128	26.70838962706507	0.0	0.16076588496085734	2.540671696931082	-1.081067085666446	0.00031373518005236965
