Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	Variance
10	0.6797296836520593	-95.07822216376573	9.70780106124535	-1.1166561202163006	0.0	-0.18786474216343813	0.0	0.0	0.0	-1.8218444955166315	0.0	35.175467314167264	-4.214110125561909	-4.293195372368274	0.9612618691651249	-9.983753368111692	0.0	0.4809301080504652	1.1382090149393183	39.3725891123246	0.00011735509956517048
11	1.3044503710081903	-97.14973129375434	-0.7371751733475663	-0.5679199477520553	0.0	-0.15284098000974358	0.0	0.0	0.0	-1.2316589318774653	0.0	22.053323157063588	-6.272993144446253	9.013205638662333	0.02217208659395641	5.210514802151823	0.0	-2.580448331606507	0.18033440621612404	31.885919503790383	0.00010628705324079503
12	-0.5203159041252375	-178.50211034184326	1.1869424099106691	0.39904753481041494	0.0	0.08647509484650721	0.0	0.0	0.0	1.7705370787441237	0.0	-11.488469162045774	-6.856749054594951	-2.238024895202048	0.4320725821919131	-4.26708180688565	0.0	-0.5955431214306028	-0.5506034599704293	-39.143352969279306	0.00010247242128312773
13	-1.3492919291610277	-92.14902210944445	-7.7505978560611135	1.5360111715030538	0.0	-1.1828485951723768	0.0	0.0	0.0	-2.5247256467151926	0.0	-30.56133022428856	1.0170664615608263	2.388551490197442	0.059095091041937366	23.03700922482279	0.0	-2.1366565434948352	-0.6358197237439592	45.71275965884829	8.102081526518835e-05
14	-0.0681299185326583	-73.10915356236988	4.420726743634308	-0.10554088032548752	0.0	-0.16511532435278553	0.0	0.0	0.0	-4.863686223451395	0.0	-11.344449461553118	1.11842926847561	1.4621675685536442	-1.0039656994027797	29.330452262503453	0.0	2.5901902952881546	-0.6077480488021815	0.18225437444315923	5.173872760386675e-05
15	-0.19440552829942073	62.81818103959415	-4.790016053664115	-0.06704960544412884	0.0	-0.07592100643915953	0.0	0.0	0.0	-2.4567018514156342	0.0	2.5744990044285374	-9.640067978076424	-1.1785383653308468	-0.17081712143682604	8.063705906720507	0.0	2.3641298324545676	-0.2889740903991505	3.0164503948204096	4.369091418381246e-05
16	-0.16984390946394695	-131.26304580049134	5.697067622740351	1.1652879082636614	0.0	-0.026407521022939594	0.0	0.0	0.0	5.4295788327906065	0.0	13.071057679584165	13.401015249750127	1.7767720481262443	-0.8442887841990481	-3.5003014711242995	0.0	0.0758283209716699	-0.3391252848734225	-57.20017311063599	4.02188378101702e-05
17	-0.026584785198031573	11.824601755843329	-2.1266721380334173	1.1880690511457017	0.0	0.06562756786508532	0.0	0.0	0.0	1.598575030994153	0.0	13.906570348894649	2.191836432583407	0.006499915660389044	1.142668999347848	-1.9916324441561886	0.0	0.4206749757478269	0.27256485198177705	-32.960905941269665	2.9526644906937885e-05
18	0.3505825837790502	-47.65735462445796	-0.15646058176871128	2.4745727310093333	0.0	0.1581436561654204	0.0	0.0	0.0	1.233594470965742	0.0	-0.5421295657896774	-3.514170675785214	-4.782219639086806	0.5810919866238337	7.423467657033601	0.0	3.0901560014972893	-1.3908371243288045	-9.004433909422657	2.5603840984791946e-05
19	-5.4286975670087e-15	-7.674380985002925e-12	-1.0662927024736034e-13	-1.3388117583346125e-14	0.0	-3.6069835629551355e-15	0.0	0.0	0.0	-5.888968018847861e-14	0.0	-1.224631507312779e-12	2.913570312852441e-14	-8.995582057025331e-14	4.617355688807389e-15	-5.187517082561044e-13	0.0	-3.394506897791416e-14	-9.922618282587337e-15	-1.0308975895156891e-12	3.217720920850976e-30
